Name,ID,Ratings,Windows,Web,Mac,Linux
2020: A Space Owl Odyssey,699302,37,False,False,False,False
Robo Romp,700164,11,True,False,False,False
GMTK2020Submission,693779,250,False,True,False,False
Control Panic,699552,11,True,False,True,False
Out of Control,698339,9,True,False,False,False
OUT OF CONTROL (v0.1) | GMTK Jam 2020,699967,26,True,False,False,False
In For The Ride,695518,11,True,False,False,False
Green Days,698016,67,True,True,True,True
Vermilion Prison,697357,8,True,False,False,False
TJ: Out of control,694994,9,False,False,False,False
Objective Chaos,699618,13,True,False,False,False
Star Controller,696553,51,True,True,False,False
Contemperaneous Cannons,698738,21,False,True,False,False
Medication Trip,695538,9,True,False,False,False
The Sorceror,698377,28,False,True,False,False
System Down,697444,27,True,True,True,True
Fastory,698256,8,False,False,False,False
Little Chaos,695013,19,True,True,False,False
GMTK Game Jam 2020,699412,8,True,False,False,False
Each contro Out of control,697003,8,False,False,False,False
20 Days,697100,50,False,True,False,False
Lumi,698153,8,True,False,False,False
Heat Check,696335,23,False,True,False,False
Elelibituh,694582,18,True,True,False,False
No Gun Control,695578,22,True,True,False,False
Unstoppable,694727,8,True,False,False,False
SPACEBOY,699420,7,False,False,False,False
Deckhand Dylan in The Belly of the Beast,693391,10,False,False,False,False
Ba La Ba La Man,695753,21,False,True,False,False
Overgrown,698694,8,False,False,False,False
4/4,695452,28,True,True,True,False
RE_loaded,699082,13,True,False,False,False
Space Jalopy,694176,33,False,True,False,False
Music Movement,699029,8,True,False,False,False
100 Enemies || GMTK Jam 2020,699180,79,False,True,False,False
Windman,697822,49,True,True,False,True
The Power is out - So is the Dino,698223,22,True,False,False,False
Blobs of the Jungle - GMTK Jam,700511,8,True,False,False,False
Exploding Root Sweeper,694322,30,True,True,False,False
MatchupMixup,698318,9,False,False,False,False
The Pit And The Double Pendulum,695401,57,False,True,False,False
Corrupted,697936,8,True,False,False,False
OneShotTheDemonLord,695956,11,True,False,False,False
Uncontrolled Physics,697480,20,False,True,False,False
Farae and the Twisted Forest,699130,28,False,True,False,False
MovLes,697396,9,True,False,False,False
OH NO.. MY LAWNMOWER,698391,12,False,False,False,False
Losing CTRL,695591,53,False,True,False,False
Zombherd,695337,28,True,True,True,True
Floppy Control,700388,14,True,False,False,False
Flood,697307,17,False,True,False,False
NEED UPGRADES,694860,13,True,False,False,False
Protect the Restaurant,698971,20,False,False,False,False
Please Sine Here,699651,15,True,True,False,False
Factory Control,695765,12,True,False,False,False
Octomess,700058,18,True,False,False,False
Monster Soup GMTK,700455,18,False,True,False,False
Bull in a China Shop,700525,24,False,True,False,False
Crash Course City (GMTK),700214,8,True,False,False,False
Showtime Massacre (Jam Prototype),699026,10,False,False,False,False
Walking Beef,699845,8,True,False,False,False
Curse dise,699783,10,False,False,False,False
DEMON CORE,694560,27,False,True,False,False
Button-Box,697178,17,True,True,False,False
Rock Bottom,698645,30,True,False,False,False
Gossip Ghosts,695050,15,True,False,False,False
Guntrol,698838,10,False,False,False,False
Stop the darkness,694167,26,False,True,False,False
Coin Rave Party,697466,16,False,True,False,False
Flourish,696756,83,False,True,False,False
Outbreak Survival,698079,9,True,False,False,False
Blobulex,695291,35,False,True,False,False
Defend the Rock,696787,9,True,False,False,False
Forest Dash,699690,23,True,False,False,True
Escape From Neo Amsrterdam,697403,9,True,False,False,True
Auto-UnAim,697274,22,True,False,False,False
Control Confusion,696638,13,True,False,False,False
Remote Defence,694542,71,True,True,False,False
Stuck together baby sitter,699034,16,True,False,False,False
Asteroid Bank,694791,9,True,False,False,False
A.A.A.A.A.A.A.,698392,22,True,True,False,False
is this in your mind? - #gmtkjam,696281,10,True,False,False,False
Orus,699193,11,True,False,False,False
OutOfControl (Working Title),700482,6,False,False,False,False
Ida's Anxiety,697901,26,False,False,False,False
BubbleBee,694297,12,True,False,False,False
The Avarice Storm,698238,27,True,False,False,False
Wayward Wings,697132,11,True,False,False,False
Go Home,699050,29,False,True,False,False
OutOfKeys,699802,9,True,False,False,False
Control Zone,698434,9,True,False,False,False
Ordinary Day - GMTK 2020,699594,27,False,True,False,False
Cube Control,696353,16,True,False,True,True
Master Controler,700240,8,True,False,False,False
Chaos Theory for the Common Celestial Body,696528,33,False,True,False,False
Dev Sitting,697315,27,False,True,False,False
Out of Controls,695295,19,True,True,False,False
Timmy's Dungeon,696860,10,True,False,False,False
The Trial,695463,8,False,False,False,False
Why Bob?!,699464,32,True,True,False,False
DRIVEN-OutOfKeys,700530,17,True,False,False,False
Silent Disco,696016,35,True,False,False,False
Into The Wind,690218,14,True,False,False,False
You'd better run,693199,57,True,True,False,False
Drunk Duck,697723,15,False,True,False,False
Breed Brothers,696519,12,True,False,False,False
BEWILDERMAZE,695195,30,False,True,False,False
The omnigun,699444,29,True,True,False,False
I Love My Job!,698275,19,True,False,False,False
Chunk Y Birb,699717,10,True,False,False,False
Ball,694979,21,False,True,False,False
Dizzy Man,696269,16,False,True,False,False
Anger Issues,694199,28,False,True,False,False
Snake rider,697022,40,False,True,False,False
Out of CTRL,700682,14,True,False,False,False
Attack Unstoppable,697334,21,False,True,False,False
Game.Randomize();,697412,11,True,False,False,True
Blocks tower,696338,33,True,True,True,True
Groove Control,700529,9,True,False,False,False
Peppy Escape GMTK2020,699550,8,True,False,True,True
Return to Sender,697045,8,True,False,False,False
Forgotten Directions,698513,9,True,False,False,False
Galaxi,698562,27,False,True,False,False
OUT OF CONTROL,692646,9,True,False,False,False
Entropy,698206,8,False,False,False,False
TimeWastApp,698623,18,False,True,False,False
OfflineInternetLaggs,699604,8,False,False,False,False
Ravaging Skies - Demo,698549,37,False,True,False,False
FIRE! FIRE! (GMTK Game Jam 2020),696958,19,False,True,False,False
Krazy Kourses,699991,15,True,False,False,False
TicTacToX,697786,8,True,False,False,False
Collider,695048,8,False,False,False,False
Orbital Brawl,698169,8,True,False,False,False
Unhoarding,693314,34,False,True,False,False
Out of Controls &gt;&gt;&gt;,695111,14,False,False,False,False
Diary of Jane,698429,8,True,False,False,False
Monstrous Restraint,699620,15,True,False,False,False
Flew The Coop,697454,25,False,True,False,False
Parsec Postie,696644,8,False,False,False,False
Life's a Chore,697411,39,False,True,False,False
The Pentagon: Alien Escape!,700642,25,False,True,False,False
Mad Missiles!,694298,26,True,True,False,False
Wheel... Of... Torture!,696889,8,False,False,False,False
Faulty Schematics for a Broken Machine,699572,15,False,True,False,False
Broken Keyboard,695266,19,False,True,False,False
Rock-It,694263,28,False,True,False,False
Fields of Force,699631,19,True,False,False,True
Forgotten Control,694092,9,False,False,False,False
Weather Frenzy!,696805,23,False,True,False,False
ForkLift,698536,17,False,True,False,False
MAD ZEPPELIN,698797,9,True,False,False,False
Udder Madness,698186,16,False,True,False,False
Slime Trainer,698166,8,True,False,False,False
Mystletainn,696327,13,False,True,False,False
Lost Signal,693821,85,False,True,False,False
Moths when they see light,699801,8,False,False,False,False
Command,695285,26,False,True,False,False
Melting Point,697572,12,True,False,False,False
Protect the President,699777,8,True,False,False,False
Out Of CTRL,696848,10,True,False,False,False
Floor is Lava,700125,9,False,False,False,False
Controls Apart,696481,8,True,False,True,False
Phantom of the Castle,699370,28,False,True,False,False
Where Explosions Are Made,698519,15,False,True,False,False
Bounce Golf,694853,8,True,False,False,False
Ricochet,697175,9,True,False,False,False
MALFUNCTION,693789,10,True,False,False,False
paint_jam,694827,9,True,False,True,False
Machines &amp; Modules &amp; Motion,698249,14,False,False,False,False
Skulls Unfortunate Adventure,693494,36,False,True,False,False
Cyber Asteroid Domination,697336,17,False,True,False,False
Robout,699215,10,True,False,False,False
Beatshifter,700255,18,True,False,False,True
Rabbit Wrangler,695699,40,True,True,True,True
Wooltergeist,696562,23,True,True,True,True
Auto Admiral,699327,11,False,False,False,False
"Help, my carrot patch is OUT OF CONTROL!!!",693706,27,False,True,False,False
Terminal Time,697458,30,True,False,False,False
Last,697150,9,True,False,False,False
Donut Abductor,696547,23,True,True,False,False
Galactic Golf,699446,19,False,True,False,False
Puffballs,695355,24,False,True,False,False
Else: Explode,698627,8,True,False,False,False
Try Not To Rage,696032,8,True,False,False,False
Explosive gun,699807,15,False,True,False,False
Musync,694653,17,False,True,False,False
Control Clicker.,700228,8,False,False,False,False
Fair Weather Fighters,694257,14,False,False,False,False
Super Switch Showdown,697070,27,False,True,False,False
Music: Out of Control,698803,15,False,True,False,False
The Zoomies,697039,27,True,True,False,True
Creamboy,698723,25,False,True,False,False
Simple Formality,693746,23,False,True,False,False
Game Fixer Kit 2020,698449,79,True,False,False,False
Gun Control,694974,9,True,False,False,False
Space Junk,695149,19,False,True,False,False
Make The Best of Things,699225,8,True,False,False,False
Give Me Some Space,696044,42,False,True,False,False
Of The Leash,695894,8,True,False,False,False
Who will make you a Millionaire?,698948,18,False,True,False,False
Total Control,696144,17,True,False,True,True
Population : 0,695175,28,False,True,False,False
Soapbox Sequencer,695121,23,True,False,False,True
Audo,693193,17,True,True,False,False
Gravity Flip,698269,16,False,True,False,False
Crumbling Facility,693920,10,True,False,False,False
Trigger Skew,695204,22,False,True,False,False
Astral,699187,9,False,False,False,False
Winday,696655,8,True,False,False,False
ThINKER,697923,8,True,False,False,False
Rigid Bloody: Blackout of Control,698487,8,True,False,False,False
Flying Fortress,697139,8,True,False,False,False
Spawn.enemy()_,697398,16,True,True,False,False
Slip n Drive,696911,11,True,False,False,False
Last Meow Standing,697165,39,True,True,True,True
Control : Denied,698082,8,True,False,False,False
Virus Control,695602,15,True,False,False,False
UFOs and Castles,693303,9,False,False,False,False
A Penguin with Sunglasses,695474,28,False,True,False,False
Hooked Up,699380,37,True,True,False,False
ZombieWire,697294,20,True,True,False,False
Flamingo Fiasco,692832,35,True,False,False,False
Robo On the Run,698886,11,True,False,True,True
Nose  Bots,699670,8,True,False,False,False
Vampire attack,697014,8,False,False,False,False
Bunny Bop!,693290,47,False,True,False,False
MultControll,694152,18,False,True,False,False
Falling Dungeon,694013,20,True,False,True,True
Panic At The Disco,696822,16,True,False,True,True
Cybernetically Enhanced Space Whale,699714,10,True,False,False,False
Gravity Drifter,696475,106,False,True,False,False
FOCUS,696835,10,True,False,False,False
Artificial Anxiety,696011,34,True,True,False,False
Key Control,695094,24,False,True,False,False
GrappleSurf,697954,29,True,True,False,False
Coop Directional Mayhem,699437,14,False,True,False,False
SKUNGELDONK,700464,9,True,False,False,False
Out Of Slime,697854,8,True,False,False,False
Seize the Servos,698947,8,False,False,False,False
The fool lost in time,699890,8,False,False,False,False
ᴬʷᵒᵒt of Control,694333,21,True,False,False,False
Change The World!,699638,8,False,False,False,False
Stairwell,699141,23,False,True,False,False
The things we do for Love,695963,27,True,False,False,False
Shepard and Bonk,696441,11,True,False,False,False
dreadshot,697742,13,True,False,True,True
Meranparabel 52/54,699373,9,True,False,False,False
Big Crystal Big Responsibility,693974,16,False,True,False,False
Ork &amp; Minion,694558,20,False,True,False,False
Keyboard Jammer,700655,8,True,False,False,False
Clicking your life away,693490,30,False,True,False,False
Control Tower,697811,31,False,True,False,False
Rickashay,694137,21,False,True,False,False
Swapper,698581,17,False,True,False,False
FRANK,698303,9,True,False,True,True
Ctrl Shortcuts,695586,17,True,False,False,False
Heat control,700326,21,False,True,False,False
BARFLY DISCO,698931,8,True,False,False,False
The Refractory Fish the Game,698017,21,False,True,False,False
Out of Control [48HR Jammy Edition] GMTK2020,698247,8,True,False,False,True
CHAINGUN: Valkyrie,697816,8,False,False,False,False
Crowd control,696589,23,True,True,False,True
Letters from the Outside,695902,11,True,False,False,False
The Fibonacci Apocalypse,695953,12,False,False,False,False
Out of range,693837,19,False,True,False,False
Let Gooo,698317,20,False,True,False,False
RIBBIT DOT COM,694153,33,False,True,False,False
GlitchWaver,695541,9,True,False,False,False
Lumen,700418,8,True,False,False,False
Uncooperative AI,695611,9,True,False,True,False
Spacewalk,700304,9,False,False,False,False
Rocket Crash,694108,22,False,True,False,False
Breaking out of Control,696370,8,True,False,False,False
New Jumping Game,699427,8,False,False,False,False
Out Of Control - GMTK2020,699744,8,True,False,False,False
9-5,696977,8,False,False,False,False
Border,697779,43,False,True,False,False
Chaos Chamber,697761,24,True,False,False,False
Trigger Happy,699229,17,False,True,False,False
Air Traffic Control,699913,13,True,False,False,False
Fix and Land,697876,12,False,True,False,False
The Unwilling Adventurer,698606,15,True,False,False,False
Soul,696148,8,True,False,False,False
Egg Go Bounce,694783,10,False,False,False,False
Only 3 Buttons,697006,9,True,False,False,False
"But First, Coffee",695487,34,False,True,False,False
Cube Control,699138,8,True,False,True,True
An emotional hike,694803,28,True,False,True,True
Runaway Robot,695035,12,True,False,False,False
BubbleGun,700062,12,True,False,False,False
Get Outer My Space,696600,33,True,True,False,False
SchoolBus UFO,697919,18,False,True,False,False
Factory Panic,696348,13,False,False,False,False
Nonstop Pogo Hop,695140,19,False,False,False,False
The Haunting of the Robot Custodian!,697562,24,False,True,False,False
Your Garden is Out of Control,696042,20,False,True,False,False
Shadow Kills,699301,19,False,True,False,False
Authority,696904,31,False,True,False,False
ANXI,696147,10,True,False,False,False
Neck Pain,698743,9,False,False,False,False
Battle For Control,694073,15,True,False,True,True
Zoo Kitchen,692108,16,False,True,False,False
Stay in Control,696250,9,True,False,False,False
Zeus' Out of Control Adventure,700175,9,True,False,False,False
Out Of Controls,695040,21,False,True,False,False
The Watcher,696789,21,False,True,False,False
Power Surge:Chernobyl,463369,9,True,False,False,False
Scaredy-Ball,697987,18,False,True,False,False
Aurora - GMTK Game Jam 2020,693569,9,True,False,False,False
Kahockey,694391,16,True,False,False,False
"""WAS"" to move... or not?",693888,9,True,False,False,False
Everything is Fine,695410,20,True,True,False,False
Dash n Slash,700059,33,True,False,True,True
"Oh My Gosh! I Was Playing a Classic Platformer, But Then The Character Started Performing Actions All On His Own!",697559,9,True,False,False,False
Speed Breaker,699461,8,True,False,False,False
EYE STRAIN,696163,15,True,False,False,True
Flighty,696907,31,False,True,False,False
Control Breach,698235,11,True,False,False,False
Clank,696750,24,False,True,False,False
Destructibull,699804,21,False,False,False,False
RNG,697635,8,True,False,False,False
Captain! Buttons are running free!,695916,19,True,False,False,False
ZC Virus,696572,32,False,True,False,False
Out of control square!,698112,8,True,False,False,False
Banhammer,692978,40,False,True,False,False
Uncontained,698292,9,False,False,False,False
GMTK2020 Submission,693739,11,True,False,False,False
Out of time,696089,79,False,True,False,False
Hacking Mercenary (GAME BROKEN),697223,8,True,False,False,False
Pink River,697103,755,True,False,False,False
Abducted,696213,18,True,False,True,True
GMTK Jam 2020 - Out Of Control,699874,15,False,True,False,False
Cursor Custodian,700333,26,False,True,False,False
Outta' Control,699894,8,True,False,False,False
Cat House,694173,74,False,True,False,False
Oppressed,694354,10,True,False,False,False
RE:BOT,699123,27,False,True,False,False
CombustionIsland,696807,11,True,False,False,False
Out of Droneol,694848,10,True,False,False,False
Awesome Rat In Awesome Space,699523,14,True,False,False,False
Hyper Descent,698873,33,False,True,False,False
ERROR:OUT OF CONTROL,699863,8,False,False,False,False
Drunk Way Home,695309,19,False,False,False,False
Control Within Reach,698792,23,True,False,False,False
One Last Game,694877,224,False,True,False,False
Accelerate,695814,9,True,False,False,False
QB to the right,695616,23,False,True,False,False
The Controlley Problem,698528,8,False,False,False,False
Pub Brawlers,697694,10,True,False,False,False
Gladimorphs,700338,8,False,False,False,False
Literally Out Of Control,695836,9,True,False,True,True
Jowl,700247,12,True,False,False,False
Terminal Velocity,699442,11,True,False,False,False
MicrophoneShootEmUp,695861,9,True,False,False,False
Between a Clock and a Hard Place,694490,104,True,False,False,False
Unlikely,698203,32,True,True,False,True
Demons,693737,11,True,False,False,False
Suspicious Sheep,699090,144,False,False,False,False
Buggy Bunny,695845,24,False,True,False,False
Hold Your Horses,699655,11,True,False,False,False
Firestarter,697189,8,False,False,False,False
Fire Out!,697075,14,True,False,False,False
Diverge,695045,24,False,True,False,False
BlindFire,697203,28,True,False,False,False
Evolution,695236,32,False,True,False,False
Mission out of Control,699474,6,False,False,False,False
how to chicken your train,694497,36,True,False,False,False
CyberPunch!!!,698495,10,False,False,False,False
Lonely,697606,19,False,True,False,False
LINKED,698868,54,True,True,True,False
Root Beer Roulette,697393,12,True,False,True,True
Paint 'em,697245,69,False,True,False,False
The Baby In Yellow,699323,6,False,False,False,False
Drive or Die-V,698676,8,True,False,False,False
Overgrown,696326,26,False,True,False,False
Lights Out,698767,16,True,False,False,False
Night Control,696356,38,False,True,False,False
Understaffed Tank Crew,698083,38,True,True,True,True
Controller controller,697331,12,False,False,False,False
Keep your mind in control,694485,8,True,False,False,False
UnExpected,693593,12,True,False,False,False
Tasty Flan,697205,11,True,False,False,False
Cat's Rule,694720,16,True,False,False,False
Cosmic Carnage,697832,8,True,False,False,False
Mainframe Malfunction,697743,8,False,False,False,False
SHUT_DOWN.exe,698498,8,True,False,False,False
Ashanti's Quest (read comment),697897,13,True,False,False,False
Flock On,696295,10,True,False,False,False
Cleaning Squad,693602,9,True,False,False,False
Will of the Maze,700213,15,True,False,False,False
T Minus X,696110,26,True,True,False,False
The Runner,700405,52,False,True,False,False
Drowsy Dragon,697337,23,True,False,True,True
Mars probe,694408,20,True,True,False,False
broken spacebar,693267,85,False,True,False,False
Cassette,695107,9,True,False,True,True
Tilted!,696622,16,False,True,False,False
Whiz Blade,697360,44,False,True,False,False
low Power,699030,8,True,False,False,False
This Is Mutiny!,696184,10,True,False,False,False
Farmer Zero,697570,39,True,False,False,False
Anger Management Arena,696382,94,True,True,True,False
Arctic Trouble,694201,21,False,True,False,False
The Raging Bull,696284,17,True,False,True,True
AllOutDelivery,696726,9,True,False,True,True
Jerry 2: Herd of Cats!?,697518,10,False,False,False,False
Einstein Rolling,699610,8,True,False,False,False
Turret Malfunction,696678,30,False,True,False,False
Don't ! Heroes,697813,19,True,False,False,False
SLOT,695327,8,False,False,False,False
STEM,694968,23,False,True,False,False
Breathe,698666,26,False,True,False,False
Laser Guy (Harold),694053,99,True,True,False,False
Slippery Slime,694055,10,True,False,True,True
Desert Drift,699081,19,True,False,False,False
Marblimit,697844,18,True,False,False,False
Dextra,693358,9,True,False,False,False
IDOListic,699869,15,True,False,False,False
Out of Control (literally),694676,33,False,True,False,False
Cat Out Of Control,695886,46,True,True,False,False
Salvage (GMTK 2020 Jam),694563,34,False,True,False,False
Out of Color,699851,8,True,False,False,False
NVAA,698693,17,False,True,False,False
Keep ctrl,695887,29,False,True,False,False
Legless,699451,8,False,False,False,False
Soulice,698483,20,False,True,False,False
Chaos T,698746,15,True,False,False,False
Kingmaker,700249,29,False,True,False,False
Supa Happy Deth Slide,693830,13,True,False,False,False
Tri gone mETry,694574,78,True,False,True,True
Split-Second Samurai,697410,18,True,False,False,False
Okay.,695294,137,False,True,False,False
Out Of Guntrol,696410,9,True,False,True,True
Slide,695573,21,False,True,False,False
Zambi,696917,17,False,True,False,False
Good Boy: Unleashed,697322,106,False,True,False,False
Control Controls,698193,8,True,False,False,False
Wormhole,694908,42,False,True,False,False
Off the Rails,696315,27,False,True,False,False
Eggpert control,695671,17,False,True,False,False
Office Havoc,698105,18,True,True,True,True
Smokey Season,695073,17,True,False,False,False
Gone Bananas! - Corrected Files,700845,10,True,False,False,False
Shawarma Dungeon,698823,8,False,False,False,False
Troll Typing,700245,10,True,False,False,False
SMASH! SLASH! SHOOT!,695167,16,True,True,False,False
Getting up it,693649,40,False,True,False,False
Meteor Shower,697210,18,True,True,False,False
The Dev Can't Beat This,694900,36,True,True,False,False
Remote Access,700259,10,True,False,False,False
Losing Control,698366,0,True,False,True,False
CTRL and Roll,699857,106,True,False,True,False
Virulence,698216,20,True,False,False,False
Orb of Eternal Life - GMTK 2020,693717,11,True,False,False,False
Make Bagel,698045,13,True,False,False,False
PlayQuester,696930,10,False,False,False,False
UnconTROLLable,698512,11,False,False,False,False
Shoot Em Up Spaceship!,695533,31,False,True,False,False
fatal frontier,694637,21,False,True,False,False
Shopping Madness,698602,13,True,False,False,False
Ctrl+Me Ctrl+You,693985,39,False,True,False,False
Off awer ground,695344,9,True,False,False,False
Markbot,696208,71,False,True,False,False
Lab,695445,10,True,False,False,False
Keyboard Escape,694260,71,False,True,False,False
Invasive Farmer,695321,23,True,True,False,False
Out of a nightmare,696371,8,True,False,False,False
No Gravity on Planet Love,698044,20,True,False,False,False
Don't Stop!,697691,9,True,False,False,True
Commander in Tweet,698824,28,False,True,False,False
Out of Controller,698525,25,True,True,True,True
NO! - Voice Control,695524,17,True,False,False,False
BadYak,699395,8,False,False,False,False
The Game With The Squirrel,695374,11,False,False,False,False
Color Coordinated,696926,9,True,False,False,True
HotDog Out Of Control!  GMTK2020,695743,25,True,True,True,True
One Way Out,698276,15,True,False,False,False
Trash Simulator,695806,11,True,False,False,False
Bluff,699559,8,False,False,False,False
Super Random PF,697468,9,True,False,False,False
Travel By Nail,700039,9,True,False,False,False
The Beat is Boss,696781,28,True,False,False,False
gun boi,694709,21,False,True,False,False
Orbital Mayhem,698700,30,False,True,False,False
Automaton,696391,52,False,True,False,False
Faulty Equipment,698428,18,False,True,False,False
The Heist,698526,24,True,True,True,True
Crouch control,699742,26,True,True,False,False
ConTroller,695641,11,False,False,False,False
AI test room #1,697037,8,True,False,False,False
Just Keep Playing,696858,8,True,False,True,False
Pixelated Chaos,700800,23,True,False,False,False
Housten we have a problem!,696564,18,False,True,False,False
Tarzan,697905,8,True,False,False,False
"Sir, Your Child!",698491,16,False,True,False,False
Tankster,697120,9,True,False,False,False
Shooty Ballz,696082,54,True,False,False,False
Crowd Control,659727,36,False,True,False,False
Rule Order,697279,20,True,False,False,False
Orbit,697764,10,False,False,False,False
Out of the Box,695852,31,False,True,False,False
Natural Defense,700670,10,True,False,False,False
spin man,695532,10,False,False,False,False
Get to the Sea!,696212,14,True,False,False,False
Out of CTRL,698896,10,True,False,False,False
Gary Goose,700353,16,True,False,False,False
Totally Random Tower Defense,695869,16,False,True,False,False
The Emu Wars,695449,22,False,True,False,False
Tilt Quest,698425,25,True,False,False,False
Space Racer,696960,8,True,False,False,False
Soul Control,699491,19,True,False,True,True
M For Mature,695899,28,False,True,False,False
Key Drifter,694915,18,True,False,False,False
Attitudes Matter,695775,21,True,False,False,False
A Nightmare's Business,696761,19,False,True,False,False
Dumber dwarves,700443,18,True,False,False,False
Specter,700276,11,False,False,False,False
Out of CTRL,694887,9,True,False,False,False
BEDTIME,698982,9,False,False,False,False
Heavy Knight,700140,8,True,False,False,False
Mashugana,699155,8,False,False,False,False
Sleepy Driver,699560,11,False,False,False,False
Slime Editor,695621,28,False,True,False,False
Velocity,700772,11,True,True,False,False
Wacky Ship,694200,28,True,False,True,False
Fight For Control!,694933,10,True,False,False,False
Asteroids: Definitive Edition,694524,19,False,True,False,False
oh god TOO FAST,695639,28,False,True,False,False
you can't take it with you,693447,17,False,True,False,False
Crowd Control,697625,11,True,False,False,False
WireWare,697875,31,True,True,False,False
Who made this Spaceship??,698951,12,True,False,False,False
Nursery Curse,697690,467,True,True,False,False
Last hope,695900,12,True,False,False,False
Raged Blood,700878,10,False,False,False,False
Ticking Down,697577,26,True,False,False,False
Submarine Panic,694025,12,True,False,False,False
Dashing Square,698871,17,True,False,False,False
Out Of Controller,695418,15,True,True,True,True
Wild Ride,698095,7,False,False,False,False
Canine Chaos,696172,25,False,True,False,False
Ziggy And The Not So Good Adventures Through The Cosmos,696029,53,True,False,False,False
Machine Rules,695788,67,False,True,False,False
Showtime Disaster,697953,9,True,False,False,False
Corrupt Camera,697765,12,True,False,True,True
Happy Little Colors,700349,30,False,True,False,False
IIINEVITABLE,697989,21,True,False,False,False
Oakay Acorn,694552,44,True,True,False,False
Crazy TV,696893,8,False,False,False,False
Aeroplane (GMTK),696940,11,True,False,False,False
Ragemaze,698853,8,False,False,False,False
Swing Dance,698202,8,False,False,False,False
Turncoat Tactics updated,700804,16,False,True,False,False
Eye of Demon (GameJamSubmission),698652,22,False,True,False,False
The Guardian and the Apocalypse,700340,8,True,False,False,False
Project Wisp,697208,20,True,False,False,False
Super Perro,692480,35,False,True,False,False
S.S. Demise,695095,24,True,True,False,False
Scrap Den 40.000,698361,11,False,False,False,False
Fortune and Control,697798,18,True,False,False,False
"Recurse Robotics, Inc.",695654,19,True,False,False,False
God is on Vacation,698622,8,False,False,False,False
Drowning or Waving,693373,37,True,True,True,True
Escape,697870,9,True,False,False,False
Balance Board,697714,11,True,False,True,False
Too Many Grenades,699732,15,True,False,False,False
Arsonists Dilemma,699319,20,False,True,False,False
Rogue Agent,700135,8,True,False,False,False
Porcus,698252,25,False,True,False,False
ChoaticAim,699540,16,False,True,False,False
Polymorpher,699308,9,True,False,False,False
Cursed Harvest,695922,9,True,False,False,False
Elements taris,696612,8,True,False,False,False
Airpoop,699853,11,False,False,False,False
Chuckin' Chicken,695387,36,False,True,False,False
Fwitter,698489,10,True,False,False,False
Dead Deal,700216,18,True,False,True,False
Propeller Boy,694556,17,False,False,False,False
Hold Your Gun,698662,0,True,False,False,False
Proxy's Fault,698944,17,False,True,False,False
Total Nuclear MELTDOWN,695802,9,True,False,False,False
Sheep's Best Friend,697943,18,True,False,True,True
Ground (Out of) Control,699118,21,False,True,False,False
ExtraMile,697042,19,False,True,False,False
Control Freak,697386,8,True,False,True,True
Out Of Controls,697472,38,False,True,False,False
Don't Panic Dino,698925,15,True,False,False,False
The +1 Party,699267,17,True,False,False,False
Minigame Meltdown,698508,9,True,False,False,False
Autodefect,695500,8,True,False,False,False
Big Slime Rush,696599,39,False,True,False,False
SQUIRE!,697429,10,True,False,True,True
Ctrl-Alt-Move,697497,9,True,False,False,False
Waves of Venom,698156,9,True,False,False,False
Cardastrophe,694857,38,False,True,False,False
Losing Control,693784,14,False,True,False,False
Astrobia,698653,9,True,False,False,False
Out of Options,700005,10,False,False,False,False
a-MAZE-ing,699009,8,True,False,False,False
Gunz,698916,8,False,False,False,False
Quaking,699222,68,True,False,True,True
Limo Limbo,696935,69,False,True,False,False
Crazy Colosseum,698099,16,False,False,False,False
Bad Trip,699242,8,True,False,False,False
Invasion,660234,7,False,False,False,False
PunchyShooty,697344,21,False,True,False,False
Gun Switch,694145,38,True,True,False,False
Beyond Control,697257,8,True,False,False,False
Control OutOfControl,699564,8,True,False,False,False
Magical Screw Up,693707,17,True,False,False,False
The Best Bud,697181,12,False,False,False,False
Imgaaiaf (Hands out of control),698115,12,True,False,False,False
Pearl Box,696437,8,True,False,True,True
A Screw Loose,696340,21,False,True,False,False
Balloonife,697437,50,False,True,False,False
RicochetRampage,697643,8,True,False,False,False
Monster Tour Guide,695439,23,False,True,False,False
Strategy Goo,700474,9,True,False,False,False
Out of Liquor,699887,8,True,False,False,False
Low Control,695987,16,False,False,False,False
nintigem,698775,9,True,False,False,False
Disco Make You Lose Control,695189,11,True,False,False,False
Quest Game,698861,13,True,False,False,False
Home Run!,697794,8,True,False,False,False
Solomon,700700,20,True,False,False,False
Under The Weather,697549,20,False,True,False,False
Nao Sei Falar Ingles,694603,11,True,False,False,False
Trying to make some pocket money over the summer holidays,695341,8,True,False,True,False
Recoil,700428,9,False,False,False,False
Gravity Break,700298,8,True,False,False,False
Necromancer: they are out of hand,700705,19,False,True,False,False
Squeaky Wheel,694830,10,True,False,False,False
"Ctrl, Alt, Del",699859,13,True,False,False,False
Outa Control,698263,8,False,False,False,False
Fox and Snake,699311,26,True,False,False,False
DrunkBoyHalo!,695564,10,True,False,False,False
Egg Bird,696987,15,False,False,False,False
Quarantine: The Game,695053,22,False,True,False,False
LittlEm,695047,10,True,False,False,False
Chaos Control,699978,14,True,False,False,False
Space Trucks Space Trucks,696961,8,False,False,False,False
Input-Pal,698976,15,True,False,False,False
My Goddess is Upset (GMTK jam),698911,11,False,False,False,False
Channel Changer,699128,9,False,True,False,False
pal8,693770,27,False,True,False,False
Downhill Doggo,699727,21,True,False,False,False
