Name,ID,Ratings,Windows,Web,Mac,Linux
Plan Bee,700842,59,False,True,False,False
Soldier-of-Fortune,695627,9,False,False,False,False
Popufaith,698574,9,True,False,False,False
Karate Kitty,698548,26,False,True,False,False
Club Goblin,692601,13,True,False,False,False
Epimetheus: The Show Must Go On,696616,30,True,False,False,False
Broken Controller,693735,30,True,False,False,False
Back2Basik,698215,24,False,True,False,False
Mimic Cursor,696798,43,False,True,False,False
Positively Unstable,700891,8,True,False,False,False
Clunky Ninja,696559,19,False,True,False,False
BoxC,696346,10,False,False,False,False
Dodgems,696912,20,True,True,False,False
Body Swap,696406,32,True,True,False,False
Spinaroid,698646,12,True,False,False,False
Just Shapes and Beeps,697520,11,True,False,False,False
Riotous Railway,696273,40,True,False,False,False
Ingle Arcade,699668,14,True,False,False,False
Panic Inc,697465,11,False,False,False,False
Saloon Switcheroo,697015,10,True,False,False,False
DUCK TRAIL'S!!!!,698599,23,False,True,False,False
Baby Factory,693687,10,False,False,False,False
Blackboard Nightmare,694409,60,False,True,False,False
Cascader,695526,31,False,True,False,False
"Please Remember... You are egg, do not smash!",699368,8,True,False,False,False
Sporadic Sports-Cars,698924,16,False,True,False,False
Out of Body,694969,13,True,False,False,False
Gumball Panic,698211,11,True,False,False,False
Drone Jam,697668,33,False,True,False,False
Loose Sheep,693489,11,True,False,False,False
An Appealing Story,699960,12,True,False,False,False
Kids Out of Hand,699498,19,False,True,False,False
Rudder Madness,694607,24,True,True,True,False
The Absconding,697475,12,True,False,False,False
Gravitus,693854,25,True,True,True,True
The Unwilling Hero,700398,8,False,False,False,False
Cross Worlds,696576,8,True,False,True,False
Knockin' Around Space,696838,25,False,True,False,False
Warden of Control,695897,17,True,False,False,False
The Kids Are Out of Control,697855,12,False,False,False,False
CES,698345,8,False,False,False,False
Atomic Ball,693778,11,True,False,True,True
Humanity Deep,699822,23,False,True,False,False
Remotely Lost,699438,24,False,True,False,False
THE CONTROL TOLL,696633,30,True,False,False,False
Spark (GMTK Game Jam 2020),696957,8,True,False,False,False
Hunt,695438,9,False,False,False,False
Kido,699612,10,True,False,False,False
Fate,699036,9,True,False,False,False
The Quest for a Carrot,698724,8,True,False,False,False
Meka-41,696252,20,True,True,False,False
Sickness Spreader,699931,9,True,False,False,False
Spinny Plate,694221,62,False,True,False,False
Crunch-Nado,699739,15,True,False,False,False
Oh No! A Fire Is Out of Control! Someone Save Us: The Video Game,699654,14,True,False,False,False
The Lazy Samurai,700586,8,True,False,False,False
Eggscape from the kitchen,697632,8,False,False,False,False
Drive Home,698522,13,True,False,False,False
uNControL,697384,18,False,True,False,False
Fire Rescue!,698231,16,False,True,False,False
Block Maker's Toolkit,699950,10,True,False,False,False
Project MESS,696156,15,True,False,False,False
Sync puzzle,696560,25,False,True,False,False
Coercive Mind,697531,8,True,False,True,True
Pitchfork of Destiny: A Slimy Adventure,697323,20,True,False,False,False
the adventure of a lifetime,695026,12,True,False,False,False
You Obviously Died | | GMTK 2020 GameJam,695914,8,False,False,False,False
Loose Goose,695361,10,True,False,False,False
Chaotic Relocate,698119,16,True,False,False,False
Cubicon - GMTK Game Jam 2020,694319,24,True,True,False,False
Not Again!,699839,49,True,False,False,False
Own Worst Enemy,697692,8,True,False,False,False
Windsor Village,700297,8,True,False,False,False
Controlled Chaos,698469,9,True,False,False,False
Quarantine Time,695556,19,False,True,False,False
Dungeon Slacker,698570,39,False,True,False,False
Too Many Blocks (to control),698621,27,True,True,False,False
GMTK 2020,693184,20,False,True,False,False
Wacky World,697319,8,True,False,False,False
Spooky Socks,698357,11,True,False,False,False
OutOfOrder,696112,24,True,True,False,False
Botto's Escape,699441,8,True,False,False,False
Drifter,698706,16,True,False,False,False
Tesseract,699509,15,False,True,False,False
"Mind ""in"" Control",696578,15,False,True,False,False
Advance,696635,10,True,False,False,False
The Neighbours,699375,8,False,False,False,False
No Self Control,694895,9,True,False,False,False
Rocky Golf,696676,10,True,False,False,False
Weather You Can Move,694865,8,True,False,False,False
CHEAT SHEET WINGMAN!,698857,12,False,False,False,False
Tiny Pink Pistol,699583,27,False,True,False,False
Mind the Clutter,325976,9,False,False,False,False
(GMTK 2020) Total System Faliure,695567,17,False,True,False,False
Hecter the novice mage,694655,8,True,False,False,False
Inpatient GMTK,700657,8,True,False,False,False
Ice Ice Meow 2 - Let's kick some ice!,700068,36,False,True,False,False
Pillaro: Don't Lose Your Marbles,695281,8,True,False,False,False
A Relaxing Summer Job,699379,16,True,False,False,False
Get Brouted,700120,16,False,True,False,False
Joly,459472,116,False,True,False,False
Mindfulness,695315,11,True,False,False,False
I have issues controlling my food,697511,10,True,False,False,False
Specimen X/L1-F3,700341,8,True,False,False,False
Party Crashers,694185,18,False,True,False,False
Plan of Attract,694482,16,False,True,False,False
"Oh No, The Captain is Dead",699726,8,False,False,False,False
Monkey Business,697505,8,False,False,False,False
Into The Blood Room,696985,18,True,False,False,False
Out of Control,697195,16,True,False,False,False
GMTK2020 - Crazy Taxis Out of Control,698259,26,False,True,False,False
Button Is Pet Cat,696088,25,False,True,False,False
Uppergrowth,698677,20,False,True,False,False
RUSH HOME,699906,9,True,False,False,False
Little Astronauts,696617,17,False,True,False,False
Clime,699682,8,False,False,False,False
Different controlls,700145,9,True,False,False,False
Genre Hopper,697684,66,True,True,False,False
Aurora and the Twin Planets,699592,44,False,True,False,False
Lose Control,699698,9,True,False,False,False
WildFire,699239,47,True,False,False,False
GMTK2020 - Focus,693810,12,True,False,False,False
Highway 35,693259,55,True,False,False,False
Doom Tower,700406,8,True,False,True,True
Out of my Hands,695926,8,True,False,False,False
Funky DonKey,699762,13,True,False,False,False
The World Bends For You,696897,17,True,True,False,False
Out of Hand,696816,21,True,False,False,False
Anti-Hero,698251,59,True,False,False,False
Spider Farm,697804,9,True,False,False,False
ZombieRun,699814,8,True,False,False,False
The king has gone insane,693950,57,False,True,False,False
Rotational Shift,697800,364,True,True,False,False
Escape: Gambiarra,698301,8,True,False,False,False
Uncontrollable Space Flail™,700500,16,True,False,False,False
HOLD ON!,694191,63,True,False,True,False
Tidepool,698648,9,False,False,False,False
Space Drifter,698807,12,True,False,False,False
Consumable Controls,697320,75,False,True,False,False
Ground Control,695929,11,True,False,False,False
Control Group,693732,18,False,True,False,False
[UNFINISHED] Unnamed Second-Person Shooter POC,699538,8,True,False,False,False
Stressed Game Creator,699049,7,False,False,False,False
CoStar,700587,8,True,False,True,False
Magic Madness,698181,22,False,True,False,False
Black Friday: Customers out of control,698291,8,True,False,False,False
Frantic Space,698268,10,True,False,False,False
This Darn Shopping Cart!,695730,13,False,True,False,False
Oh My God !,700978,20,False,True,False,False
Rules For Robots,697973,28,False,True,False,False
Fire Keeper,694009,148,False,True,False,False
TrapZooids,697381,8,False,False,False,False
PartySheep,698279,12,False,False,False,False
Turbulent Time,699879,9,True,False,False,False
Why am i jumping?,693841,19,True,False,False,False
Between a Bot and a Hard Place,691867,30,False,True,False,False
OVERFLOW,696313,10,True,False,False,False
Take Back the Controls!,694926,23,True,True,False,True
Malfunction,694270,40,True,True,True,True
Fungi Farmer,693579,32,False,True,False,False
VEUS,695989,11,True,False,False,False
Angry Daddy,698998,7,False,False,False,False
Don't Ruin my Grove,695629,8,False,False,False,False
High Noon,697406,40,True,True,False,False
Mad laser factory,700470,8,False,False,True,False
The Walkless Bird,697909,40,False,True,False,False
The Glitch,700028,8,True,False,False,False
Devils  Shortcuts,699993,8,True,False,False,False
Veloshift,699803,8,True,False,False,False
Rocket Ape,694289,11,True,False,False,False
Water We Doing,698113,62,False,True,False,False
Overture,693792,12,True,False,False,False
CUBE,695787,8,True,False,False,False
Control Robots,697399,17,True,True,False,True
Lost CTRL,698903,8,False,False,False,False
Prison Riot MC,696713,8,True,False,False,False
Rampage Recoil,695550,9,True,False,False,False
Find Your Self,700085,35,False,True,False,False
Drone out,694044,10,True,False,False,False
The Baby,696640,19,False,True,False,False
Crazy Cow Farm,696507,8,True,False,False,False
NoCtrl,698207,8,True,False,False,False
Lt. Shield,696200,23,False,True,False,False
Disoriented_Sphere,694954,12,True,False,False,False
Climbing Tower,693744,9,True,False,False,False
Social Broadcasters,700517,8,False,False,False,False
Out of Control,699000,26,False,True,False,False
Rain Wizard,695519,8,False,False,False,False
Fading Connection,696771,9,True,False,False,False
Destabilizing,697301,10,True,False,False,False
Save The Relationship,695846,21,False,True,False,False
Shifter Demons,699440,10,True,False,False,False
SHOUT STRIKE: Xrd Revolution V.S.,699097,8,True,False,False,False
I Want Internet,697817,26,True,False,False,False
My Dragon From Hell,697656,12,True,False,False,False
Tri-Body-Count,699169,9,True,False,False,False
Stranger Witch,700334,31,False,True,False,False
L I D,697204,23,False,True,False,False
Rotation,699773,13,True,False,False,False
Getting drunk,699127,16,True,False,False,False
Kanji Ranch,699418,13,True,False,False,False
Accismus,693277,27,False,False,False,False
Tube Attack!,695232,9,True,False,False,False
Crazy Supporters,699815,9,True,False,False,False
Zombie Maniac X,697417,37,False,True,False,False
Pasta Festa,697843,19,True,False,False,False
They Must Run Out Of Control,699307,13,False,False,False,False
Discoluminate,699753,83,False,True,False,False
Gearhead,695459,11,True,False,False,False
TheExperiment(2020GMTKJam),699300,19,False,True,False,False
Foobar,698210,12,True,False,False,False
Controln't,698457,9,False,False,False,False
Relevel,698845,32,False,True,False,False
Noob Shepherd,699627,8,True,False,False,False
Space Control,699390,8,False,False,False,False
Tel - Tur. GMTK 2020 Out Of Controll,697167,24,True,True,False,False
Uncontrollable,698284,20,True,True,True,True
Accidental Ambush,696523,9,False,False,False,False
Drunken Warlock (GMTK Jam 2020) 🎲✨,697945,20,False,True,False,False
Cosmic Affairs,697321,8,False,False,False,False
Midnight Monorail,697038,36,True,False,False,False
What? There's a BOMB in the neighbourhood?,694735,23,False,True,False,False
Order Sport,699656,18,False,True,False,False
Jamba &amp; Jambe - Out of Control,696396,36,False,True,False,False
Bird Lord,696938,8,True,False,True,True
Crazy Camera,694731,53,True,True,True,True
Beetle Struggle,697449,16,True,False,False,False
Rickety Rockets,694605,11,True,False,False,False
ExPerium,698907,17,True,False,False,False
Race a la Mode,698919,23,False,True,False,False
2 Man Heist,695935,17,True,False,False,False
Thrusters Engaged,696991,11,True,False,False,False
Out of Ctrls,697063,8,True,False,False,False
Inferno,696298,15,True,True,False,False
Blood Paladin,699120,10,False,False,False,False
BULLETDODGER,694719,12,True,False,False,False
S.P.A.S.T.I.C. - Super Peaceful Alien Space Travelling Interstellar Cruiser,698440,20,False,True,False,False
The Funky Man,699061,12,True,False,False,False
Goodnight Lola,699646,9,False,False,False,False
Fractured Sky,698000,28,True,False,False,False
Turret Operator,695148,12,True,False,False,False
Meows On Wheels,699729,26,False,True,False,False
Absolute Control,697010,16,False,True,False,False
Robot Run,695036,23,True,True,True,True
Nano Digit Classic,697801,14,True,False,True,False
Kill Tally Combat SKin 101,697547,23,True,True,False,False
Keystone,694352,28,False,True,False,False
Solar Surfer,697055,10,False,False,False,False
Ever Forth,697298,40,True,True,False,True
Dragonfly,698836,9,False,False,False,False
Assumption game,696244,27,False,True,False,False
CRAWLERS,699221,10,True,False,False,False
Mistical Magic,700030,8,False,False,False,False
Dog Home Alone,695643,67,True,True,False,False
Rearranging the Deck Chairs on the Titanic,697790,39,False,True,False,False
SWITCH!,699175,169,True,False,False,False
Chaos Dust,699060,17,True,False,False,False
"You Can't Really Tame Monsters (You Can Try, Though)",698636,8,True,False,True,True
Convict,699939,10,True,False,False,False
Out Of Love - GMTK,695186,18,False,True,False,False
Evolution Gone Wrong,697121,17,True,True,False,False
Apothecary,693302,12,True,False,False,False
Brainstorm,699417,15,False,False,False,False
Dream Factory,698649,14,True,False,False,False
Monk Blast,695577,19,True,True,False,False
Explosive Golf,694005,12,True,False,False,True
Summon,686347,38,False,True,False,False
RoboLifeSaver,695668,9,False,False,False,False
How do I land this thing?,700540,9,False,False,False,False
Date Under Control,694439,72,True,True,True,False
Flys,698725,17,False,True,False,False
The Undefying Curse,696457,9,False,False,False,False
Trolls vs Robots,698913,14,False,True,False,False
Clickbait,698835,52,False,True,False,False
Ahh! IT'S ON FIRE!,696278,12,True,False,False,False
BABY RAGE,698152,18,False,True,False,False
Faulty Fliers &amp; Bad Bombers,699190,9,True,False,False,False
Silk Board Simulator,700104,10,False,False,False,False
Hyper Warp,696496,155,False,True,False,False
Passenger,694244,32,True,True,False,False
Might Be Broken,698226,12,True,False,False,False
Shiftknesis,695542,12,True,False,True,False
Drunk platforming,695644,16,True,False,True,True
SURVIVE Protocols Active,694303,55,False,True,False,False
Mission-Out of Control,700546,8,True,False,False,False
Crew of One,697264,31,True,True,False,False
The naive test subject,696964,49,False,True,False,False
Airborn Artistic II - A Second Take,696890,42,False,True,False,False
Rabbit Babbit,697605,25,False,True,False,False
Losing Control,694406,23,False,True,False,False
the floor will be lava,696741,53,False,True,False,False
Cleaning The System,695696,27,True,True,False,False
altered perceptions,700745,24,True,False,False,False
Wildfire,700808,78,False,True,False,False
Out Of Control Flow,694736,52,False,True,False,False
GOLFN'T,698988,17,True,False,False,False
Too Many Bunnies,695241,19,True,False,False,False
WeedWhacker,696754,21,True,True,True,True
Backfire,699069,49,True,True,False,False
Braking Down,698075,17,True,False,False,False
Plague,699015,36,False,True,False,False
No Time Clue,697564,8,True,False,False,False
Artificial Order,699272,8,False,False,False,False
Curving Havoc,696949,8,True,False,False,True
Escaping with a Malfunctioning Jump,695267,19,False,True,False,False
Dashbeam,696195,24,True,False,False,False
Robo Recall!!,700777,27,False,True,False,False
Memorable Mentions,699035,9,False,False,False,False
Time Fall,695589,8,True,False,False,False
No More Controls [Unfinished],697571,15,True,False,False,False
"Lose Control(s), A simple keyboard test",700096,9,True,False,False,False
Gamma Ray Meltdown,695298,14,True,False,False,False
Unstable Orbit,697737,34,False,True,False,False
Wired Up,695481,12,True,False,False,False
Pebble,697418,12,True,False,False,False
Controlled Cards,697361,24,False,True,False,False
Nano voider,700316,11,False,False,False,False
Rolling Madness,693637,22,False,True,False,False
Role Reversal,695244,25,False,True,False,False
The Key to Victory,699174,25,False,True,False,False
Load The Boxes,695949,10,True,False,False,False
Bobby Drunk,700676,9,True,False,False,False
Yet Another Platformer[Final GameJam Version],699884,13,True,False,False,False
Shared Burden,694797,11,True,True,False,False
PIRATES,696866,8,True,False,False,False
Control Loss,696580,7,False,False,False,False
GlitchyLand,694395,17,False,True,False,False
Let Them Farm,697008,28,False,True,False,False
Bounny vs Ninjas,695163,18,False,True,False,False
I Can't Drive This Thing!,699829,9,False,False,False,False
Don't Sink!,694681,33,True,True,False,False
Junky Mech,700182,8,True,False,False,False
Chat Makes Toast,692992,45,False,True,False,False
Hacked Out,697187,30,False,True,False,False
Explosive Square Guy,696561,8,True,False,False,False
Help! My Hose is Broken!,696584,28,True,True,True,True
Broken Tank,693930,23,True,False,False,False
Hack Heist (Unfinished),698567,12,True,True,True,True
Lab,700248,8,True,False,False,False
OOCTD,696927,23,False,True,False,False
Jagmallauth,696051,9,True,False,False,False
Losing Control(s),696544,27,True,False,True,True
Out of Controls,698183,15,True,False,False,False
Sheep Herding: On Ice!,699394,9,True,False,False,False
UFO Sprinter,695784,37,False,True,False,False
Confused,696167,8,False,False,False,False
Wheres The Remote,699391,10,False,False,False,False
Defenestrate,700487,7,False,False,False,False
Wrong Way Robot,697087,17,True,True,False,False
It Came From Ctrl,699759,8,True,False,True,True
Mr Popular,694494,16,False,True,False,False
CosmicDiscoLove,696908,22,True,False,False,False
NIGHT BUS VR | GMTK 2020,699787,8,False,False,False,False
No Time For Caution,696365,33,False,True,False,False
Backseat Beebow,695079,73,False,True,False,False
Pace,699157,12,True,False,False,False
Gun Control,693772,30,False,True,False,False
Faulty Forklift,699585,8,True,False,False,False
HANDHELL,697676,34,False,True,False,False
The Runaway Invasion,697028,31,False,True,False,False
Hot Garbage Collector,699955,9,False,False,False,False
out of CTRL,700320,16,False,True,False,False
AFK on a UFO,700541,53,True,False,False,False
Ground Control,696003,31,False,True,False,False
DejaVuContra,697877,10,True,False,False,False
Space Cardet 1.1,700884,62,False,True,False,False
Demoniac,698121,9,True,False,False,False
The_Cube_Test,696682,21,False,True,False,False
KeyCap Fight,696253,26,True,False,True,False
Robo Rush,699945,9,True,False,False,False
Rise of the Mushrooms,698358,23,True,True,False,False
Airlocked,695271,13,True,False,False,False
Forever Bullet,697188,27,False,False,False,False
DURBI IN SPACE,699545,11,True,False,False,False
Snowball Tsunami,694227,41,False,True,False,False
Sein,697180,11,True,False,False,False
Box Control,698720,9,False,False,False,False
uncontrolled infection,698863,26,False,True,False,False
CooCooCon,700380,7,False,False,False,False
Brakes?,700063,24,False,True,False,False
Corrupt_4_Control,696205,8,True,False,False,False
Tortous Tiles,695905,8,True,False,False,False
F.A.T.E.,697930,8,True,False,False,False
LIFO,696145,21,True,False,False,False
Chess Dungeon,695920,89,False,True,False,False
Jim 'n' Jimmy's SLOTTERHOUSE,695069,9,False,False,False,False
Out Of Town,698160,10,True,False,False,False
Mark's Invention,695284,17,True,True,True,True
AetherRunner,693829,34,False,True,False,False
Override: Out of COntrol,699277,10,True,False,False,False
Arcana Animalis,694226,86,False,True,False,False
Nightclub Beatdown,697370,23,False,True,False,False
anathema,694999,14,True,False,False,False
octopus (oubliette #5),694301,31,False,True,False,False
The Bunny and the inconceivable labyrinth,697812,8,False,False,False,False
BeanDash,695615,41,True,True,False,False
"Ah yes, the inputmap",694984,20,False,True,False,False
Officer Gun: Cleaning up the Streets,697799,15,True,False,False,False
Chaos Flight,694966,13,True,False,False,False
An Absolute Disaster (from which there is no escape),694829,26,False,True,False,False
Chaos Solitaire,693284,81,False,True,False,False
Catnip,699914,27,True,True,False,False
Space-Slime Continuum,698717,14,True,False,False,False
Backstep To The Past,696801,8,False,False,False,False
Stop at the Shop,693869,14,False,False,False,False
My Turn to Shine - Unusual Puzzle,696618,95,True,True,True,True
The Dapper Gent,700780,12,False,True,False,False
Apocalyptico,694264,25,True,True,True,True
In Spaaace!,698272,11,True,False,False,False
GMTK - Play Pen,696774,9,False,False,False,False
Key Collector,699114,13,True,True,False,False
Scrolls,694671,19,False,False,False,False
Cello's Last Concert,697561,11,False,False,False,False
Wing It!,694700,52,True,False,False,False
Berzerker,695997,19,False,True,False,False
Crowd Control,696430,30,True,True,False,False
Interfearence,695978,50,True,False,False,False
Wavecontrol,698941,56,False,True,False,False
Kickback,696275,11,True,False,False,False
Foguete,694120,19,True,False,False,True
BugsOutOfControl,696375,8,False,False,False,False
Evening Post,695718,7,False,False,False,False
Kindle,700807,10,True,False,False,False
MultySpellayer,696700,27,False,True,False,False
Firekeeper,699024,22,True,True,False,False
Me,464614,9,True,False,False,False
HyperShift,696967,18,True,False,False,False
Out of earth,696986,23,False,True,False,False
split : minimalist puzzle,695173,67,True,False,False,False
Zombie-19,695101,23,True,False,False,False
Pro Gamer Moves,698261,10,False,False,False,False
Drift Velocity,700071,12,True,False,False,False
Two,697716,8,False,False,False,False
Cataclysmic,691896,42,False,True,False,False
GraviTwist - GMTK 2020,694210,17,False,True,False,False
All Ctrl,695601,12,True,False,False,False
Shooting Star: No return,696610,10,True,False,False,False
This weird duck game,696665,36,False,True,False,False
Evasive Sniper,694924,38,False,True,False,False
ASTRAY,696439,27,True,True,True,True
Tower Of Perss,699479,9,True,False,True,True
Office Life Simulator,700036,8,True,False,False,False
Hamster in Space,694192,9,False,False,False,False
Out of control fire fighting!,694422,32,False,True,False,False
Haywire,698635,16,False,True,False,False
lights,688578,10,True,False,False,False
Creeping Fungus,697682,23,False,True,False,False
Protect The Base,697304,12,True,False,False,False
Kiss x Control,695543,15,True,False,False,False
Swigglio,697944,37,False,True,False,False
island sprout,697835,11,True,False,False,False
Pan!c at the Penitentiary,695099,16,True,False,False,False
They Come At Night,700084,13,True,False,False,False
Control Booth Final,699816,29,False,True,False,False
The Switcher,697295,10,False,False,False,False
No-Brakes Taxi,697066,18,True,False,True,False
Impartial Blade,699796,9,True,False,False,False
[GMTK Jam '20] Lavaaaa,697955,7,False,False,False,False
Bomber Chaos,696057,18,False,True,False,False
Backpack Malfunction,697157,11,True,False,False,False
Connection or Infection,699970,15,False,True,False,False
Experimental Putting Terminal,697502,13,True,False,False,False
RainRace,695461,8,True,False,False,False
Crashed Out,699430,8,True,False,False,True
KeyCode.WTF,696173,28,False,True,False,False
ALUS,696947,10,True,False,True,False
Secretary Simulator (for GMTK Game Jam 2020),697442,8,False,False,False,False
The AfterMoth,694835,11,True,False,True,False
Ingolfable,696013,8,False,False,False,False
Dungeon Guidance,695754,34,True,True,True,False
Anticipainter,695354,54,True,False,False,False
Ojay Lemonaid,696152,17,False,True,False,False
Restless,697282,16,True,True,True,False
DontTrustTheNarrator (v0.1)(2 days in),661938,11,True,False,False,False
Wrack &amp; Rune,695187,102,False,True,False,False
Out of Ice Cream!,699059,14,True,False,False,False
Cosmic Malfunction,695005,15,False,True,False,False
Robbie the Roomba,698879,15,True,True,False,False
Choking Hazard,694097,28,True,False,False,False
Control Panel,696849,24,True,False,False,False
Sky Drifter,698326,36,True,False,False,False
OUT OF TISSUE,698620,8,False,False,False,False
Drunken Dragon,698769,28,True,False,False,False
Village of Fate,698880,17,True,False,False,False
Penguin Wizard: Rabbits out of control,698463,23,True,False,False,False
SpyBall,696716,45,True,True,False,False
The Purr,693202,136,False,True,False,False
Dream Stroller,696232,19,False,True,False,False
Drunk Knight,696446,36,True,True,True,True
switch,694341,8,False,False,False,False
Time &amp; Space Shenanigans,694934,32,True,True,False,False
Dr Linux Rockhoper's slipy slidy adventure in spike temple.,694157,17,False,False,False,False
5 Steps Ahead,696078,35,True,True,True,True
The Cameraman,696677,10,True,False,False,False
The Butler Did It!,696680,46,True,True,True,False
War Machine,694564,33,False,True,False,False
Ugly Joe,685540,24,False,True,False,False
Bobs Office Adventure,699003,19,False,True,False,False
POLARIUM,695128,13,False,False,False,False
RoboJammer,698418,33,False,True,False,False
Orbital Madness,699736,26,True,False,False,False
Pick Up and Play,697124,12,True,False,False,False
Out of ContRover,699487,17,True,False,False,False
"Let me play, please",695891,10,True,False,False,False
Make The Way,695693,340,True,True,True,True
Out Of PawnTrol,692432,56,False,True,False,False
GMTKJam 2020 - Absurd Chess,700209,26,False,True,False,False
Bomb Barrage,695458,8,True,False,False,False
ChrisOS,697191,14,True,False,True,True
Beat of the Woods,698397,8,True,False,False,False
Don't Play with dad's chainsaw,699653,8,True,False,False,False
LongBoi,697064,11,True,False,False,False
Out of Magic,700171,9,True,False,False,False
Don't Drink And Jump,695812,12,True,False,False,True
(don't) PANIC!,694774,21,True,True,False,False
Milo's Day Out,695580,111,True,True,False,False
Game Uncontroller,699312,18,False,True,False,False
Out Of Control,697980,9,False,False,False,False
Unplugged,697460,29,False,True,False,False
Cancel Culture Simulator,699811,11,True,False,False,False
Incontrol,697119,36,False,True,False,False
Good Boy GMTK2020,695750,10,True,False,False,False
Burger Truckers,694601,8,True,False,False,False
Shakey Sails,697152,9,False,False,False,False
The Keep of Moving Forward,697567,21,True,True,False,False
Happy Burning!,700002,10,True,False,False,False
Nuotio,692714,43,True,False,False,False
bioTile,695166,15,False,True,False,False
Out Of Controls,697556,55,True,True,False,False
Unruly Polygons (Jam Game),693035,35,True,True,True,True
Planetary Parking,699170,11,True,False,False,False
Beanstalk Breeze,695358,11,True,False,False,False
Help My Robot Shooter Broke Their Arm During The Robot Olympics And Now It Can't Aim Properly,695742,11,False,False,False,False
Ima head out,695967,18,True,False,True,True
Keep the CTRL,696354,32,False,True,False,False
Flappy Twist,696388,88,False,True,False,False
Buy Me Some Soup,695171,54,True,False,True,False
Rebind,700909,40,True,False,True,True
Night Walk,699898,26,False,True,False,False
MadTower,698209,14,True,False,False,False
Downhill madness,697234,10,True,False,False,False
Glitch,697019,36,True,True,False,False
Hose It Down!,694839,21,True,False,False,False
Back Seat Driver,693375,17,True,False,False,False
Tower of the Unknown,696301,103,True,False,False,False
Tadpollision!,699166,45,True,False,False,False
Forced Directions,692729,89,True,True,True,True
Lava ESC,697291,22,False,True,False,False
Dice Fate (Demo),700819,8,False,False,False,False
Nuke,699223,9,False,False,False,False
Are You Sure You Can Handle That Drill?,697659,8,True,False,False,False
Out of Control feat. Bill Murray,693384,11,True,False,True,True
Damn Asteroids!,698179,14,True,False,False,False
Keyboard Ghosting,695662,67,True,False,False,False
Getting Tired,696116,9,True,False,False,False
Globetopia,694254,22,False,True,False,False
Running Dog,696751,11,True,False,False,False
Control Zone,699720,18,False,True,False,False
Pop the Posh,699515,8,False,False,False,False
IT BELONGS TO THEM,697362,10,True,False,False,False
Overgrowth,696413,25,True,True,True,False
Restless Leg Syndrome,697784,9,True,False,False,False
Train 'N Control,697061,11,True,False,False,False
Clumsy Rob,700612,12,True,False,False,False
SINISTROID,694680,26,True,False,False,False
Half Soul,658824,14,True,False,False,False
Gravity Fails,698359,8,False,False,False,False
Level Madness,694407,13,False,True,False,False
The Brakes Are Broken,695901,27,True,False,True,False
Prototype 13,699360,12,True,False,False,False
BABYBOT,694799,35,False,True,False,False
You can't force me to kill,700241,11,True,False,False,True
Stay Down!,698368,15,False,False,False,False
Everything but the Player,698888,9,True,False,False,False
Pyroette,695680,19,True,False,False,False
Gemini Rebels,699733,10,True,False,False,False
The Tile Tilter,696705,25,False,True,False,False
Out of control the game,696164,8,True,False,False,False
Space Force Meme,689057,26,False,True,False,False
Sneak Ahead,697359,17,True,False,False,False
PARALYZED SQUARE,700544,16,True,False,False,False
Spinshot,694498,17,False,True,False,False
Monster Control,695420,21,False,True,False,False
Bull in a Tea Shop,700223,8,False,False,False,False
The Revenge,698583,8,False,False,False,False
CARCHAOS,690483,11,True,False,False,False
ControlFacility - UNFINISHED,699954,8,True,False,False,False
Just Breathe,694085,17,True,False,False,False
Off The ground,697376,12,False,False,False,False
Wild Magic Rodeo,696234,10,True,False,False,False
Manarchy,700198,19,True,False,False,False
Space Jumblers,700606,41,False,True,False,False
Malfunction,697416,31,False,True,False,True
Cursor,695876,11,True,False,False,False
Tiny Traffic,694534,59,True,False,False,False
Reaction diffusion equation,698718,9,False,False,False,False
Perfectly Normal Game,697805,12,True,False,False,False
Double Trouble,699011,9,True,False,False,False
Speech Racer 🚀,697818,23,False,True,False,False
The Nerd in Your Computer,697893,8,False,False,False,False
Dreaming,696955,23,True,False,False,False
CTRL Kingdom,699527,13,True,False,False,False
Let The Hands Go : Pixel Boxer,697197,9,True,False,True,True
No Don't,696746,25,True,True,False,False
Moth chan's Chaotic Adventure,697379,23,True,False,False,False
jump out of control,698253,8,False,False,False,False
GMTK Plays Tower Defense,697526,8,True,False,False,False
Virus Spread,696937,11,True,False,False,False
car OUT OF CONTROL,694026,25,False,True,False,False
"Sir, that asteroid belt really messed us up.",696546,21,False,True,False,False
C.O.N.T.R.O.L,698465,11,True,False,False,False
The Android Virus - GMTK 2020 Game Jam,697235,15,False,True,False,False
Slime Slinger (Windows),701003,8,False,False,False,False
Kebab's quest,696613,13,True,False,False,False
Plan-It (Online Multiplayer PvP),694721,52,False,True,False,False
Delivery Mayhem,698887,10,True,False,False,False
Wait For It ...,693880,25,False,True,False,False
Burocracia,699396,8,True,False,False,True
A Bind on Titan,698644,27,True,False,False,False
Anchovy Apocalypse,697057,8,True,False,False,False
Out of Control(s),695414,8,False,False,False,False
Pinball Wizard 2,699005,16,False,False,False,False
FireEscape,699282,19,True,True,False,False
Full control,699563,9,True,False,False,False
Ængelbert the Unpredictable,699377,27,False,True,False,False
Roborando,697913,8,True,False,False,False
Chaincards: A Poppo Story,693436,9,True,False,False,False
Bearly in Control,696359,16,False,True,False,False
Ye Old Wizard Market,696710,20,False,True,False,False
Ctrl-Q,692845,146,True,True,False,False
Drunk March,699099,11,True,False,False,True
Before I Go,697446,30,False,True,False,False
