Name,ID,Ratings
Indecisive Golfing,698239,20
Xeno Panic,695450,8
Crash Corp,700101,6
SINISTROID,694680,16
Protect and Serve,697865,7
Super Perro,692480,19
Pipe Burst,695009,15
Time Freak Control,696079,4
COVID19 save your body,697922,6
"Walls Off, Chief!",698987,10
Spider Mum,695347,29
Untitled Breakout Game,699696,12
Out Of Space - GMTK Game Jam 2020,695906,7
ReWire,699792,3
Deskontrol,693408,5
Out Of ConTroll,696183,11
Don't Ruin Thanksgiving,700081,2
Severe Turbulence,697074,6
NodeSphere,697826,21
Carcinisation,700359,8
The Mech is on Fire,697795,13
Classics Out Of Control [GMTK Game Jam 2020],695728,26
Wooltergeist,696562,17
Hot And Cold,700409,6
Crashed Out,699430,5
GMTK 2020 Slingshot,696267,4
Cuby Rescue Bot,696384,15
Curse of MicroTranslations,697624,7
Soul Control,699491,7
Malfunction,698543,7
LÄMP,694364,33
Swap Your Save File,699021,7
Space Ship Commanders,697448,15
Crashing Skies,696279,9
AntiDon't,699257,10
Drunk platforming,695644,13
Stranded Probes,696772,6
For All Cookies,701142,25
Hat-off,697644,10
Dinner for Two,697754,10
The Hermit Stalkers,695854,10
Plan-It (Online Multiplayer PvP),694721,30
Pok,700814,7
7 Seconds,696998,5
The Sins: Outta Control!,698598,5
Farm Chaos,698816,6
Space Delivery,694008,17
combWASDion,696846,10
Drone,699725,9
Tiny Traffic,694534,30
nintigem,698775,4
Different controlls,700145,5
Chronicles of Chicken,698523,19
Monkey Mind Control,698126,7
XZero The REAL Driving Simulator,695002,5
The Ultime Judgement of The Savage Sheep,697272,5
Out of Control (Submission for GMTK Game Jam 2020),699476,11
Out of Control(s),695340,36
Manual Override,693453,19
Out of control the game,696164,5
Gemini Rebels,699733,7
Buy Me Some Soup,695171,17
Tin Man,694922,11
Loose Caboose,698076,10
Understaffed - 0 Days Since Last Escape,698273,10
STEM,699366,14
Meltdown,696394,27
insane!,695682,31
Forgetful Berry's Quest,698699,5
DinoEatsHorseMaybe,700111,8
Under Control,700139,9
Symbiote,694809,6
Losing Time,697525,10
Egg Go Bounce,694783,7
Soapbox Sequencer,695121,12
Ship Operating System,699107,12
Out of Ctrl,696809,33
Disco Mayhem,698459,13
Wave Dash,698782,4
Battle For Control,694073,7
Javier's Assistant,695106,18
Fartrol,696425,4
The Last Of Two,697849,5
Simple Formality,693746,12
Malfunction,694270,21
Baker is you,693971,34
SUPERBALL,693248,10
Skyhigh Saboteur,694314,11
Symbiote,697018,14
Thyme,694382,82
Sacrificial Systems,697171,4
Wrath,700292,7
All The Sheeps!,700251,6
Waiter Of The Sumo,697748,13
Turncoat Tactics updated,700804,9
Asylum Escape,694106,6
Operation: Chaos!,696876,27
Bridge Construction Chaos,696664,9
Pace,699157,8
Farmageddon,697422,31
Hijack Helpline,696953,15
Twister Jump,695350,15
Samara's Head,696689,37
Shape Wrangler!,698942,12
Out Of Control - GMTK2020,699744,3
I Kant C,696034,16
Stop the darkness,694167,18
The Horse Whisperer Was a Unicorn,695941,10
Kids Out of Hand,699498,14
Fright Fight,699619,10
Forgotten Directions,698513,5
Simple Chess [GMTK Game Jam 2020],695614,10
Overgrowth,696413,13
TimeRift - GMTK 2020,696720,8
Driving Me Crazy,695971,8
TOO MUCH COFFEE,697517,12
Out of Control [48HR Jammy Edition] GMTK2020,698247,5
Out of Controls &gt;&gt;&gt;,695111,4
Slam of Germs,698333,22
Oh Weight!,695161,11
Catmodeus: Room Groom,697883,19
Haywire,696474,13
Button Is Pet Cat,696088,21
DRM simulator,696582,18
PCBuilder GMTK Jam,697768,5
Love Out Of Control,691911,20
Naturally Disastrous,698852,5
Restrained,693758,6
The AfterMoth,694835,8
split : minimalist puzzle,695173,33
Out of Control,695211,11
Protect the President,699777,5
Lost in Space,695034,25
Gaz,695093,13
Silent Disco,696016,13
Brainstorm Time,700573,9
Zombie Breakout,695945,26
Anticipainter,695354,14
Spybot,697886,14
Broken Brakes,695863,54
Quack Wizard,698003,17
Control Booth Final,699816,18
Ride and Die,698810,7
Hacked!,697182,10
CooCooCon,700380,7
Connection Lost,695942,5
Solomon,700700,10
Out Of CTRL,697828,19
CodeBreak,694471,10
Hyper Warp,696496,111
CatFourmer,698820,16
Gravity is Mercy,697394,9
Controlamina,696620,6
Herding Cats,694918,15
F.A.T.E.,697930,7
Out of ContRover,699487,10
Imgaaiaf (Hands out of control),698115,5
8BitControls,699043,5
Dispose It!,700869,11
De-live-eerie Man,699812,6
Adpocalypse: The Machine Revolution,695685,17
Relinquish,695704,18
DisKO,700258,12
Roll And Pray,695720,31
Music Movement,699029,4
Out Of Ctrl,697586,17
Cheat Slider,698568,4
Drone Spawn,698442,13
Out of Controls!,695001,4
Faulty Forklift,699585,5
The Vaccine,698727,5
Meowt of Control,695371,10
Elelibituh,694582,11
Porcus,698252,14
The T1,695890,6
Gone Bananas! - Corrected Files,700845,3
Turtle Bonce,699414,10
Re-Succoilent,698400,9
Fling Fighters,698018,8
Chaos T,698746,7
Wheel of Misfortune,696027,4
Catching Stars,694451,32
This Game Is Not Broken,700168,10
Little Flame Buddy,698021,9
Eugene From Eugene's Celestial Meltdown,696236,23
Forced Directions,692729,13
Covid Control,694594,26
GoblinGuns - Goblins With Guns!,694541,6
Wildfire,700808,38
Gambled Away,695797,12
Save The Lolmen,696052,11
Laser Raizer,698229,6
Flappy Twist,696388,54
The Wolf,698503,12
Dodgy Trolley Shopping,693803,6
Robo Rampage,696506,10
2 Man Heist,695935,11
Your Favorite Social Media Website™,699570,15
Body Swap,696406,20
Wild Magic,695062,9
Brainulate,695702,4
Crash Course City (GMTK),700214,6
Demon Star,697350,10
"Asteroid, out of control",693865,9
Void Ball,699388,8
My Dragon From Hell,697656,5
"Salt, Sand and Souls",697477,4
Straight Outta Control,698173,116
Geometry Hell,699315,6
Ghastly,700354,5
RNGuddha,700009,3
Outbreak,697834,21
Burnout,693764,19
Corporations with Cards,694453,17
Singularity,699518,8
Multiversal Betting Ranch,695159,9
HotTemple,698237,5
Try Not To Rage,696032,6
GPM,700092,4
Perfect Speed,697927,16
Rusty thrusty,694478,5
Smashcart Ultra,696421,20
Dice Fate (Demo),700819,3
TUNNEL X-80C,695134,14
Sleep Rider,698145,7
Anger Management,695113,9
Get the Power Square to Win,696395,7
sentience.exe,700875,15
Supa Happy Deth Slide,693830,8
Crazy Keys,698232,7
Demon Fight,700563,5
Factory Panic,696348,7
Out Of CTRL,696080,25
Sky Drifter,698326,25
Chaos Overdrive,700330,21
The Darkest Day...,697667,17
Button Breakers,694514,22
Crazy Ice-Cream Shop,696919,21
Labrats,694435,8
Mosqu-EAT-o,697910,8
Ill Fated Quest,698772,5
SURVIVE Protocols Active,694303,42
Invasion of the Blob - GMTK2020,697148,4
STTUTER,696398,7
Foxlight,695674,53
CIV SWAP,695385,12
Your Garden is Out of Control,696042,12
SOKO,698107,19
Out of Control: Lava,695408,12
No Time For Control,698319,11
Freefall,694704,29
Pain,696786,21
Dizzyship,694993,15
Doganium Reactor,698104,13
Mind the Clutter,325976,5
Shoot Em Up Spaceship!,695533,22
CrocHead,695669,11
Over-Fed,696445,4
Hell's Kitchen,694619,17
Out of your control,698955,4
Trigger Happy,694674,16
Timmy's Dungeon,696860,5
Unplugged,697460,19
uncontrolled infection,698863,16
The Devil's Plaything,698090,5
International Slice Station,697339,3
Tower of the Unknown,696301,14
Neon Virus,697456,5
ZombieWire,697294,13
Mission out of Control,699474,5
Key Exchange,697067,11
Portal Breach,693469,14
Ctrl+Out,694387,11
Slime Rider,700471,34
Please Don't Do This,698995,16
Gunner Platformer,607331,4
Out of Control,696488,32
Student Shepherd,700042,6
GMTK2020Submission,693779,176
All Out of Controls V0.5,694380,9
Virus-Smasher,695946,29
All Out Engine!,700724,11
Pandemia - virus containment,698200,4
Duck vs Chicken!,698349,4
Fruits of the Apocalypse,698462,8
UnPress,694077,30
Hell-icopter,694350,8
Cell Machine,696521,33
Twirling firy monsters,694410,31
Grapple Ball,695392,10
BABYBOT,694799,18
Wild Plants,699657,11
Controlled Burn,698055,6
I'm With Stupid,695780,7
Choose Rushly,696642,7
Neon Koda,698846,3
Jumbi Fire Force,697238,6
Tokyo Control Tower,697589,10
Hotfoot,697984,29
Function,697252,15
Moody Tools,699244,4
Amnesia,696715,6
Burger Zogotep,700103,6
Make a Mint,698132,9
Gnome o' water,699083,12
Crashing Commute,699071,36
Social Media,698343,5
Wilbur's Wandering Mind,698901,4
Cowboy Simulator,699599,16
Space Vodka,697763,13
BOUNCE,697757,28
Snake?,697966,7
4/4,695452,16
The Mad Roboticist,697137,6
Swapper,698581,12
Project MESS,696156,12
Crap OS,699292,6
Scrambled Racing,695328,20
Jumpstart Clinic - GMTK GameJam 2020,696074,7
MagaZale,693411,5
cafe chaos,695913,5
GMTK2020 Save Bob,694861,20
NoControlBuilding - placeholder name,699652,4
Lazer Eradicator,696015,17
Gun Ball,697389,7
Darkview,693129,4
The Touchscreen is going Haywire,695310,11
FIRESPREAD,699819,6
Magic hat,695413,13
Between Demon &amp; Angel,698406,8
Community Egg,700027,18
Beep Bop Boom,695870,9
Malfunctional,698761,10
The Refractory Fish the Game,698017,10
Healing Simulator 2020,695563,19
Glass Ceiling,700215,12
Gob Out,698042,13
Murderhobos,694862,7
TJ: Out of control,694994,5
Haywire,699133,7
PartySheep,698279,7
HopUp,698560,4
Wavecontrol,698941,29
Mad Roomba,693627,21
Lycan-Nope,698972,20
Control Co,695301,20
Jim 'n' Jimmy's SLOTTERHOUSE,695069,4
Clicking your life away,693490,24
Junker Newton,699428,7
Shadow Kills,699301,11
Chaos at Space Station,697127,6
Random Controls,696837,5
Adrenaline,700811,19
OUT OF CONTROL,697578,7
no return,698299,7
StrayRays,696203,14
GMTK Out of Control Cards,698180,8
A Bind on Titan,698644,14
Advance Earth Guard,699595,8
Astrobia,698653,6
GMTK2020,694111,0
Overgrowth,699569,12
Chaos Coliseum,700310,13
Autodefect,695500,6
"""WAS"" to move... or not?",693888,5
Keep Control,693979,12
Key Collector,699114,7
Diary of Jane,698429,5
Follow my Light,700480,7
Chess Dungeon,695920,41
ShipBoi,696117,7
Anger Management,695168,5
Cancel Culture Simulator,699811,7
NO! - Voice Control,695524,9
Terminal Time,697458,6
Control Shot,695835,4
RC robot,695554,21
Galactic Distancing,698517,15
SUPER GAME FUN TIME,694742,17
Fox and Snake,699311,14
GMTK Jam - Mayor Hussle,698844,12
wait until resting,693945,73
Auto Shoot,693957,8
Bullet Hell,700211,10
Out of Control Driver,694104,7
GMTKjam entry- Super Pachinko,697830,5
MechaMayhem,696581,21
Kangaroo Market,693456,17
Boxes,696785,7
HEART_ATTACK,694677,60
Again.,699478,5
Run &amp; Gun NC,695100,16
Trying to make some pocket money over the summer holidays,695341,5
The infinite runner,699044,17
SKUNGELDONK,700464,4
Messy Castle,695152,18
Conveyor Control,695303,6
Broken Game,693504,4
They Come At Night,700084,5
Just another working day,699397,7
Marble Rain,699481,4
Arena Of Ascension,700143,8
Bounce,699593,15
Falling Struggle,698963,21
Out Of Hand,694521,13
Brakes Break,698712,4
the adventure of a lifetime,695026,8
Frightened knight,698189,19
Auctioneer,345890,0
Cursor Custodian,700333,16
Dodge til you Can't,694546,12
Keyfence,695910,17
Contingency Plan #GMTKJam2020,695710,9
Control Alt Delete,693859,6
Jesus take the wheel,696257,21
Mi**ing Le**er*,698856,4
(K)night Out,693518,15
Clown Snatchers,695165,12
Stranger Changer,699582,26
Lost Among Stars,698314,6
Anti Scurvy Brigade,693372,30
Starship Theseus,694241,8
Downhill madness,697234,6
He Kills You,699769,7
HOPOP,697650,5
Out of Controls,700194,17
Unstable Chamber 2020,696583,7
Re-ember (with Controller Support),698785,8
Ten Finger Fighter,695496,5
Pity Party :(,697856,8
Dopa-Mean,695574,13
(don't) PANIC!,694774,17
Ace Bird 64,698297,12
A Train Full of Money,697672,18
Catastrophe,700043,4
60Seconds:RocketLaunch (GMTK2020),697096,14
Nature Out of Control | GMTK 2020,700570,5
VINES,677347,33
Lost in Gravity Dimension,700462,10
Submit  Your Game,699209,6
Drunken Dragon,698769,23
Down the drain,698867,7
Save your mum (and her cats),699716,26
Falcon Trance,688004,19
Zombie Alpacas!,698613,7
Air Plan,699348,12
Sourcerer,698111,7
Thrust Vector,696881,4
Star Loop,693186,7
Budget Cut Bullet Hell,696030,5
The Little Green Umbrella,698220,9
Tricky Chickens,692983,14
WOSK,697529,13
Control Flip,699979,4
Press Ctrl,694425,103
Moon Escape,696679,8
Leg Ball,697576,37
A Series of Poor Repairs,696454,4
This is how I relax,698531,9
Super Smashed Bro,694505,17
Bleep and Blorp: Out of Control,695132,23
Restless Agents,699178,11
"Cat, NO!",696834,28
You Obviously Died | | GMTK 2020 GameJam,695914,4
OH NO!,696684,5
Medication Trip,695538,4
Are You Sure You Can Handle That Drill?,697659,5
DanceDanceRevolverlution,697275,8
Prevention.exe,694337,5
No Leg Day,699800,6
Weight Reduction,698205,7
Brakeless,699524,8
Defiance,698236,6
CORE CONTROL,694158,5
Into The Wind,690218,6
Space Drifter,698807,5
Fractured Sky,698000,21
King TUT,695651,7
Down,697214,43
Boost,696800,5
SPOOC,697481,8
Crash The Rocket,693057,10
Awkbot,700385,5
Hold Your Horses,699655,9
Blocks Away,699022,8
Curb Your Habits,699549,4
Planet Earth Is Blue,698030,16
Out of Ctrl,698187,18
The Passengers,695759,9
"Help, my carrot patch is OUT OF CONTROL!!!",693706,18
Octomess,700058,12
This Game Is Out Of Control,697838,17
Meandering Escape,695300,14
Zambi,696917,9
Turbo Drift: out of control,698260,25
inControl,697209,15
Casino Crypt,694937,44
"Hop me, I'm cursed",699710,20
jump out of control,698253,5
Bluff,699559,6
Zombie-19,695101,12
Out of Ctrl,699161,17
Senna Oaks Spaceship Trip,698243,84
Drowning or Waving,693373,14
Stay Alive But Random,695940,13
Rage Square,698940,13
Kill Pill,698424,10
CockaTune,693221,162
Don't Shoot!,700456,12
No-Brakes Taxi,697066,7
Out of CTRL,695647,57
Don't Panic Dino,698925,6
Fate,699036,6
Srheck out of control,697225,5
Starry Night,696602,5
What Does This Button Do?,695631,20
Wild Magic Rodeo,696234,9
Macro Madness,693262,10
Always Bee Moving,698808,6
Professional Services Treadmill,695722,7
Nightmares of War,697727,5
Tube Attack!,695232,6
The Bloody Climbing(GMTK-EDITION),697664,4
Spaceman Spiff's Space eScapade,699817,9
low Power,699030,4
Lusid Dreams,699350,4
Excalibur gone wild,698125,5
The Quest for a Carrot,698724,5
Endless Runner-GMTK Game Jam,693645,4
The Voice,698950,4
4.2 KILOYEAR EVENT,700365,3
Last Call,696706,5
Dodgy Bullets,698188,5
Lights out!,698293,5
Destructibull,699804,16
Runaway Jay,698165,13
Out Of Time... And Back!,699183,27
The Robot You Control is a Tsundere!?,697588,13
Rodent Selection,694894,18
Dog Home Alone,695643,30
Overscheduled,695770,11
Cyber Asteroid Domination,697336,9
Friday Night Pretender,700070,18
"You Can't Really Tame Monsters (You Can Try, Though)",698636,6
Car Bounce,696189,24
Herding Chickens,697355,15
Karen,694659,19
/DUMBHUMAN,699588,6
Follower or Betrayer,699045,7
90 Seconds,696001,10
Dodgy Escape,695961,4
Puppet Gladiators,696923,10
Stop That Bunny,698760,22
Chunk Y Birb,699717,5
Smokey Season,695073,8
Quantam cyst,696880,4
Enormous Impossibility Drive,699577,14
Cartastrophe,698557,5
Out of Charge,699895,5
Pick Up Chicks,693914,7
Enter The Cortex,694384,77
UP!,696714,5
Genre Hopper,697684,16
Focus,697450,6
Muscle Memory Corruption,694724,27
Control is Remote,696870,16
ChrisOS,697191,12
Out of Body,694969,8
Disorderly Drone,697770,9
Uncontrollable Space Flail™,700500,7
Am I Real?,695151,7
Sticky Slime Situation,699864,22
Losing It (V2),697829,11
Demon Within,700201,8
SÖK,698832,8
Hellfiler,696378,19
Player Zero,698680,5
Tower Rebellion,696422,5
Whats in There?,694523,4
Fire Control,696452,15
The Big Empty,695517,14
